sweep,maker_rebate,tie_rule,tick_size,seed,collusion_index,mean_spread,avg_profit,nash_spread,monopoly_spread
rebate,0.3,split,,9,0.7108877453839686,0.4000000000000002,0.18005904207027726,0.1,0.8
rebate,0.05,split,,6,0.9322977507436305,0.7999800000000002,0.1584603040763457,0.2,1.0
rebate,0.4,split,,12,1.002462634141632,0.7999793750000004,0.23724898689969368,0.1,0.8
rebate,0.3,split,,13,1.0040680471078063,0.8000000000000004,0.2150301228119919,0.1,0.8
rebate,0.2,split,,11,0.7341678621532709,0.5999856249999997,0.1568333381206668,0.1,1.0
rebate,0.2,split,,13,0.9761193192982469,0.7981125000000003,0.19203421977823204,0.1,1.0
baseline,0.0,split,,3,0.9267453802390174,0.7999925000000003,0.1476620365088678,0.2,1.0
rebate,0.2,split,,16,0.9818085104981199,0.7999918750000004,0.19286192525484752,0.1,1.0
rebate,0.0,split,,9,0.96786798225193,1.5,0.1538699377587193,0.2,1.0
baseline,0.0,split,,10,0.7614546225697152,0.5999968749999998,0.12270961008405257,0.2,1.0
rebate,0.1,split,,13,0.734135756101736,0.5000975000000001,0.13129679871081962,0.1,1.0
rebate,0.05,split,,4,0.9321845853284834,0.8000043750000002,0.1584444960531714,0.2,1.0
rebate,0.05,split,,19,0.970068031615902,0.8999743750000001,0.16373641669920352,0.2,1.0
rebate,0.3,split,,14,0.5165707858611382,0.31957249999999987,0.15688056097519187,0.1,0.8
rebate,0.05,split,,16,0.8577605767859676,0.6999999999999997,0.14804824159473243,0.2,1.0
rebate,0.0,split,,8,0.9257062233017667,0.7999906250000004,0.14750516453740245,0.2,1.0
tick_size,0.0,split,0.4,3,0.9106155062082482,0.899985,0.15465841324799312,0.5,1.3
rebate,0.3,split,,3,0.46917640082332596,0.3500024999999999,0.1512272723466043,0.1,0.8
rebate,0.05,split,,18,0.7738172109191302,0.5999912499999998,0.13632223262612195,0.2,1.0
rebate,0.0,split,,10,0.7614546225697152,0.5999968749999998,0.12270961008405257,0.2,1.0
rebate,0.3,split,,2,0.9190669112164357,0.6000068749999997,0.20489103239931264,0.1,0.8
rebate,0.2,split,,12,0.8752510378081112,0.5999881249999997,0.17735915858358622,0.1,1.0
