sweep,n_makers,adverse_frac,adverse_cost,elasticity,epsilon_decay,alpha,maker_rebate,taker_fee,tie_rule,tick_size,memory,priority_share,allocation_noise,maker_rebates,maker_costs,latency_cost,seed,periods,collusion_index,mean_spread,avg_profit,nash_spread,monopoly_spread,punishment_magnitude,fee_condition,net_fee,heterogeneity
allocation_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,winner_take_all,,1,0.7,12.0,,,0.0,1,50000,0.3884553363988887,0.6908789999999999,0.08934165058206747,0.2,1.0,-1.0,,,
allocation_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,winner_take_all,,1,0.7,12.0,,,0.0,2,50000,0.37749703289507863,0.6827129999999999,0.08797614502994813,0.2,1.0,0.0,,,
allocation_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,winner_take_all,,1,0.7,12.0,,,0.0,3,50000,0.3667284906729709,0.6778659999999999,0.08663428548139601,0.2,1.0,-0.3333333333333335,,,
allocation_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,winner_take_all,,1,0.7,12.0,,,0.0,4,50000,0.35628356376478404,0.6642960000000001,0.08533275138173807,0.2,1.0,0.6666666666666667,,,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.0,0,50000,0.37238653166138475,0.6749539999999999,0.08733932950405077,0.2,1.0,0.5,baseline,0.0,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.0,1,50000,0.3808967229320374,0.6794910000000001,0.08839977772266722,0.2,1.0,-0.8823529411764705,baseline,0.0,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.0,2,50000,0.3671062261961214,0.676277,0.08668135480685459,0.2,1.0,-0.4999999999999999,baseline,0.0,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.0,3,50000,0.33721321278863653,0.652598,0.08295640999552442,0.2,1.0,-0.7142857142857143,baseline,0.0,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.0,4,50000,0.37261344280626674,0.6742619999999999,0.08736760472275286,0.2,1.0,0.14285714285714282,baseline,0.0,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.2,0.0,split,,1,0.7,12.0,,,0.0,0,50000,0.4417008153751794,0.598112,0.1398879562896057,0.1,1.0,0.11111111111111098,maker_rebate_only,-0.2,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.2,0.0,split,,1,0.7,12.0,,,0.0,1,50000,0.41939609026985086,0.595808,0.13739317388305944,0.1,1.0,-0.3333333333333332,maker_rebate_only,-0.2,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.2,0.0,split,,1,0.7,12.0,,,0.0,2,50000,0.43743342968589916,0.6049389999999999,0.13941064941004142,0.1,1.0,0.4285714285714285,maker_rebate_only,-0.2,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.2,0.0,split,,1,0.7,12.0,,,0.0,3,50000,0.40784715492208606,0.587943,0.13610142603214956,0.1,1.0,0.0,maker_rebate_only,-0.2,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.2,0.0,split,,1,0.7,12.0,,,0.0,4,50000,0.48207846505176666,0.6132420000000001,0.1444041944209949,0.1,1.0,-0.6000000000000001,maker_rebate_only,-0.2,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.2,split,,1,0.7,12.0,,,0.0,0,50000,0.37238653166138475,0.6749539999999999,0.07150739501817749,0.2,1.0,0.5,taker_fee_only,0.2,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.2,split,,1,0.7,12.0,,,0.0,1,50000,0.38089247506229296,0.679488,0.07237518321321668,0.2,1.0,-0.8823529411764705,taker_fee_only,0.2,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.2,split,,1,0.7,12.0,,,0.0,2,50000,0.35692005716736536,0.666761,0.06992948374459064,0.2,1.0,-0.3333333333333335,taker_fee_only,0.2,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.2,split,,1,0.7,12.0,,,0.0,3,50000,0.3372223159889762,0.652606,0.06791989274946147,0.2,1.0,-0.7142857142857143,taker_fee_only,0.2,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.2,split,,1,0.7,12.0,,,0.0,4,50000,0.3726421289221707,0.672636,0.07153347140678486,0.2,1.0,-0.3333333333333334,taker_fee_only,0.2,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.2,0.2,split,,1,0.7,12.0,,,0.0,0,50000,0.44170081537517913,0.598112,0.11453057179952868,0.1,1.0,0.11111111111111098,symmetric_fee_rebate,0.0,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.2,0.2,split,,1,0.7,12.0,,,0.0,1,50000,0.4279025502093384,0.592383,0.1132669957430844,0.1,1.0,0.0,symmetric_fee_rebate,0.0,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.2,0.2,split,,1,0.7,12.0,,,0.0,2,50000,0.4307408444458645,0.598643,0.11352691252213694,0.1,1.0,0.33333333333333337,symmetric_fee_rebate,0.0,
