sweep,n_makers,adverse_frac,adverse_cost,elasticity,epsilon_decay,alpha,maker_rebate,tie_rule,tick_size,seed,periods,collusion_index,mean_spread,avg_profit,nash_spread,monopoly_spread,punishment_magnitude
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.2,split,,7,500000,0.5402240116825723,0.635672,0.15090777095325597,0.1,1.0,0.14285714285714296
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.1,split,,17,500000,0.6402448774222236,0.3999930000000001,0.13404245867140738,0.1,1.0,0.7500000000000001
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.15,1,500000,0.8396343398788653,0.924895,0.14894299766646055,0.25,1.15,1.3061447348531251e-16
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.2,0,500000,0.9230447640827009,1.0998299999999996,0.15932843955546294,0.3,1.1,0.2631578947368422
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.3,1,500000,0.744837579302789,0.6999939999999999,0.1489607674350779,0.4,1.0,0.0
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.3,split,,17,500000,0.005391610551649414,0.11743800000000001,0.1362051364518505,0.1,0.8,0.0
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.2,3,500000,0.5399536830259609,0.800044,0.12394855320499899,0.3,1.1,0.2222222222222223
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.4,split,,0,500000,-4.1950014725502466e-16,0.10013200000000003,0.1809674836071919,0.1,0.8,0.0
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.05,split,,13,500000,0.843321856764323,0.5999739999999998,0.15090857352690906,0.1,1.0,0.33333333333333326
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,7,500000,0.7724549725910291,0.5999959999999998,0.13719154222358518,0.2,1.0,0.6666666666666666
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.2,9,500000,0.9580950366042764,0.9000800000000003,0.1625654626021636,0.3,1.1,0.4444444444444445
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.2,10,500000,0.5111490090056446,0.500022,0.12128833441214745,0.3,1.1,0.4
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.2,split,,19,500000,0.9081299619185357,0.5999299999999997,0.19205803340114852,0.1,1.0,0.8333333333333334
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.4,9,500000,0.9989618877421355,1.2995480000000001,0.1634752540459274,0.5,1.3,-0.3076923076923076
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.2,split,,13,500000,0.5292368050471649,0.6249610000000001,0.14967885243120907,0.1,1.0,0.8181818181818182
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.2,split,,8,500000,0.36965165182013865,0.535794,0.13182926088786104,0.1,1.0,-0.45454545454545453
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.2,16,500000,0.6451428688356969,0.8250019999999998,0.133663165795249,0.3,1.1,0.47368421052631576
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,4,500000,0.7723886186130344,0.5999759999999997,0.13718327390674895,0.2,1.0,0.0
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.05,split,,11,500000,0.8433501763001715,0.5999659999999998,0.15091288154565216,0.1,1.0,0.0
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.15,7,500000,0.6622234425709245,0.5503315,0.1298138015751041,0.25,1.15,-0.818181818181818
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.2,split,,15,500000,6.02819869141266e-05,0.10026000000000002,0.09049048434086888,0.1,1.0,0.0
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.15,6,500000,0.8397615945539817,0.7000284999999999,0.14895671880575234,0.25,1.15,-0.21428571428571433
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,1,500000,0.7725051592769384,0.6000389999999998,0.13719779594691267,0.2,1.0,0.5
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.2,split,,16,500000,0.34369199459551447,0.48332600000000003,0.12892567450344547,0.1,1.0,0.8333333333333334
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.15,5,500000,0.661946909933678,0.849745,0.1297839846522216,0.25,1.15,-0.7499999999999998
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.4,split,,14,500000,0.00015150906088433385,0.10018700000000003,0.18097750796885984,0.1,0.8,0.0
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.3,split,,9,500000,0.6454463165237,0.5248950000000001,0.19313087832521034,0.1,0.8,0.7777777777777777
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.2,7,500000,0.8893101494449556,0.9999,0.15621292240829304,0.3,1.1,0.5
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.2,19,500000,0.8104213885040288,0.6999479999999999,0.1489272518864948,0.3,1.1,0.5714285714285714
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.1,split,,9,500000,0.9149536671208606,1.3497530000000002,0.1721439770918814,0.1,1.0,0.6923076923076923
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.2,split,,18,500000,0.9082008954082817,0.5999979999999997,0.19206596730848957,0.1,1.0,0.8333333333333334
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.1,split,,14,500000,0.999602153961417,0.9996579999999999,0.18388454019566444,0.1,1.0,0.7
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.05,split,,9,500000,0.9585475855775514,0.7997340000000003,0.16843691869722396,0.1,1.0,0.25000000000000006
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.2,2,500000,0.5036956563783945,0.9332280000000001,0.1205999895721824,0.3,1.1,0.5
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.1,split,,1,500000,0.6402632001987176,0.40003000000000005,0.13404500000110733,0.1,1.0,-1.4999999999999998
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.1,split,,0,500000,0.8605982784227554,0.5999219999999998,0.1646050015607204,0.1,1.0,0.0
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.15,10,500000,0.7706843594990893,0.839275,0.1415085180758944,0.25,1.15,0.4054054054054053
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.2,split,,1,500000,0.28900526462204285,0.20005300000000004,0.12280896644427418,0.1,1.0,0.0
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.4,18,500000,0.9788807456982119,0.9000520000000003,0.1626275699238235,0.5,1.3,0.0
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.2,8,500000,0.8107624368304077,0.7001639999999999,0.14895874896806094,0.3,1.1,0.0
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.2,split,,6,500000,0.40237862599216256,0.250346,0.13548977134016668,0.1,1.0,0.6
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.15,8,500000,0.6739540776616119,0.774961,0.1310786484493996,0.25,1.15,0.09677419354838705
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.3,19,500000,-4.697653357470734e-05,0.40009000000000006,0.10054495353675434,0.4,1.0,-1.4999999999999998
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,18,500000,0.7724491841661505,0.5999609999999997,0.13719082093252885,0.2,1.0,0.33333333333333326
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,3,500000,0.772457171198161,0.5999689999999998,0.1371918161902849,0.2,1.0,0.33333333333333326
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,19,500000,0.77236322987052,0.5999349999999998,0.13718011023557916,0.2,1.0,0.5
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.4,split,,16,500000,0.6506634322927556,0.5249720000000001,0.22401761890153635,0.1,0.8,0.25000000000000006
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.15,12,500000,0.8841273278254775,0.9698785000000002,0.15374042050821407,0.25,1.15,1.3061447348531251e-16
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.4,13,500000,5.9999999998720975e-05,0.500096,0.12130866471915931,0.5,1.3,0.0
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.4,split,,3,500000,4.71686726915977e-05,0.10026000000000002,0.18097060444915145,0.1,0.8,0.0
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.15,13,500000,0.8399147630171065,0.7000869999999998,0.14897323407967625,0.25,1.15,-0.21428571428571433
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.3,14,500000,0.7449303960724765,0.6999999999999998,0.14896680031549223,0.4,1.0,0.0
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.15,11,500000,0.7686239716428568,0.9426729999999998,0.14128635831048997,0.25,1.15,0.0
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.15,15,500000,0.839816262123539,0.6999774999999998,0.14896261329517643,0.25,1.15,-0.42857142857142866
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.15,19,500000,0.944521518399632,0.8499594999999999,0.1602523785209536,0.25,1.15,0.5294117647058824
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,0,500000,0.7722839136209437,0.5999009999999998,0.13717022670031004,0.2,1.0,0.5
rebate,2,0.5,0.2,1.0,2e-05,0.125,0.05,split,,15,500000,0.8432056967504589,0.5999399999999997,0.15089090305661593,0.1,1.0,0.5
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.15,18,500000,0.8398542493986311,0.700159,0.1489667092444402,0.25,1.15,0.4285714285714285
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.15,17,500000,0.7804138970676693,0.824983,0.14255759812030977,0.25,1.15,0.50561797752809
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,2,500000,0.8607770208808841,0.7000199999999999,0.14896319660850987,0.2,1.1,-0.42857142857142866
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,6,500000,0.8449691283496062,0.895776,0.1469793218374107,0.2,1.1,0.3513513513513513
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,10,500000,0.7348845023733803,0.718275,0.13316381090019982,0.2,1.1,0.040000000000000036
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,7,500000,0.8613207028564983,0.9000259999999999,0.1490314281550483,0.2,1.1,-1.0689655172413794
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,13,500000,0.8606611850873026,0.8249229999999997,0.14894865933176524,0.2,1.1,-0.44444444444444425
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,9,500000,0.7566182319742959,0.8200230000000002,0.13589137232256118,0.2,1.1,-0.6
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,15,500000,0.7115024350955547,0.794125,0.13022938474080892,0.2,1.1,-0.6666666666666667
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,12,500000,0.8069718176465289,0.7875439999999998,0.14221069718208112,0.2,1.1,0.2727272727272728
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,4,500000,0.7467952713502302,0.8000510000000001,0.13465860054599285,0.2,1.1,-0.032258064516129205
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,11,500000,0.7045395137950854,0.7100489999999999,0.1293555450513109,0.2,1.1,0.30434782608695654
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,16,500000,0.7619270788772928,0.722735,0.13655762732231175,0.2,1.1,0.05882352941176463
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,17,500000,0.7709959566947873,0.792853,0.1376957624575747,0.2,1.1,0.030303030303030196
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,0,500000,0.7722839136209437,0.5999009999999998,0.13717022670031004,0.2,1.0,0.5
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,1,500000,0.7725051592769384,0.6000389999999998,0.13719779594691267,0.2,1.0,0.5
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,19,500000,0.7242227073725234,0.756228,0.13182576624465955,0.2,1.1,-0.11111111111111108
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,5,500000,0.7723390393879758,0.5999329999999997,0.1371770958786387,0.2,1.0,-0.3333333333333335
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,18,500000,0.8165389574442402,0.862504,0.1434113636996896,0.2,1.1,0.2631578947368422
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.15,14,500000,0.8215699745530713,0.9024355000000002,0.14699522111030452,0.25,1.15,0.0
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,2,500000,0.7723130686188941,0.5999909999999997,0.13717385968159765,0.2,1.0,-0.3333333333333335
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,4,500000,0.7723886186130344,0.5999759999999997,0.13718327390674895,0.2,1.0,0.0
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,7,500000,0.7724549725910291,0.5999959999999998,0.13719154222358518,0.2,1.0,0.6666666666666666
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,6,500000,0.7722458398628604,0.5999279999999998,0.1371654823593603,0.2,1.0,0.6666666666666666
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,0,500000,0.7368920791073473,0.8199110000000001,0.13341575978115802,0.2,1.1,-0.08108108108108103
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,15,500000,0.7723279196262455,0.6000199999999998,0.13717571025390438,0.2,1.0,-0.6666666666666667
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,16,500000,0.9332993156981436,0.7999120000000001,0.15723422889158897,0.2,1.0,0.25000000000000006
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.15,9,500000,0.9446957563034144,0.8499909999999997,0.16027116559141305,0.25,1.15,-0.17647058823529416
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,4,500000,0.716621908405852,0.72995,0.13023422815483474,0.2,1.0,0.44827586206896547
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,8,500000,0.9332489420322518,0.799884,0.1572279518688334,0.2,1.0,0.0
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,11,500000,0.8859254553839826,1.149721,0.1513310095418218,0.2,1.0,0.7
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,3,500000,0.7582030630255863,0.8049770000000002,0.13609026704131566,0.2,1.1,0.2727272727272727
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,10,500000,0.772483825176103,0.5999989999999998,0.13719513752144288,0.2,1.0,0.33333333333333326
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,18,500000,0.7724491841661505,0.5999609999999997,0.13719082093252885,0.2,1.0,0.33333333333333326
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,9,500000,0.8525798043909167,0.699762,0.14717583428552106,0.2,1.0,0.14285714285714296
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,19,500000,0.77236322987052,0.5999349999999998,0.13718011023557916,0.2,1.0,0.5
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,6,500000,0.6457499271569836,0.774898,0.12140292649838948,0.2,1.0,0.5675675675675675
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,14,500000,0.8322687376991429,0.8000490000000002,0.14538543545788826,0.2,1.1,-0.36842105263157904
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,17,500000,0.5907747036343498,0.5999829999999999,0.11455250727765355,0.2,1.0,0.33333333333333326
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,3,500000,0.772457171198161,0.5999689999999998,0.1371918161902849,0.2,1.0,0.33333333333333326
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.15,16,500000,0.7618440072348788,0.8606694999999999,0.14055531376575994,0.25,1.15,-0.48387096774193555
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,8,500000,0.6036216861946048,0.8499869999999998,0.11615335963658932,0.2,1.0,0.4285714285714286
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,1,500000,0.7230070753526491,0.750001,0.1316732056366976,0.2,1.1,-0.5135135135135134
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,8,500000,0.7936786237016729,0.8499870000000002,0.14054241457942881,0.2,1.1,0.37499999999999994
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,10,500000,0.9992743639811577,0.999537,0.16545532759545992,0.2,1.0,0.8
tick_size,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,0.1,5,500000,0.795130170167393,0.7833679999999998,0.14072458221541967,0.2,1.1,-0.6666666666666664
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,16,500000,0.6035070924758003,0.7166309999999999,0.11613908020371806,0.2,1.0,0.4
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,3,500000,0.4782958002387094,0.725015,0.10053659988563428,0.2,1.0,-0.052631578947368474
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,2,500000,0.5856250225910143,0.7000430000000001,0.11391080958659458,0.2,1.0,0.4545454545454546
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,11,500000,0.7724516182260065,0.5999629999999997,0.13719112423880672,0.2,1.0,0.5
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,0,500000,0.6361262071851939,0.937394,0.12020372234703962,0.2,1.0,0.6842105263157894
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,15,500000,0.5591483054866853,0.9664390000000004,0.11061156676170986,0.2,1.0,0.8297872340425532
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,7,500000,0.6300912471494983,0.7499910000000001,0.11945171073934,0.2,1.0,0.5714285714285715
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,5,500000,0.6242740015685548,0.899306,0.11872682835804273,0.2,1.0,-0.6666666666666667
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,1,500000,0.7390301647557851,1.224754,0.1330265032956454,0.2,1.0,0.6666666666666667
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,13,500000,0.7725259300778893,0.5999939999999998,0.13720038418002836,0.2,1.0,0.0
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,12,500000,0.7723292613452633,0.5999549999999999,0.1371758774444524,0.2,1.0,0.33333333333333326
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,12,500000,0.5591139010964167,0.7997970000000003,0.11060727965778791,0.2,1.0,-0.33333333333333354
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,9,500000,0.7274110117924533,0.8663070000000002,0.13157864981386902,0.2,1.0,-0.5384615384615384
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,13,500000,0.5149061064493157,0.7498830000000001,0.10509858125236597,0.2,1.0,0.5294117647058824
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,14,500000,0.7725056679844169,0.5999959999999998,0.13719785933655013,0.2,1.0,0.0
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,14,500000,0.7292776798900285,0.879409,0.13181125385247014,0.2,1.0,0.6363636363636364
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,17,500000,0.7722747728959948,0.5999289999999998,0.13716908768178734,0.2,1.0,0.0
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,18,500000,0.8289603645337035,1.049537,0.14423263452364551,0.2,1.0,0.6190476190476191
tie_rule,2,0.5,0.2,1.0,2e-05,0.125,0.0,winner_take_all,,19,500000,0.7279963940574614,0.783257,0.1316515938359709,0.2,1.0,0.6
