sweep,n_makers,adverse_frac,adverse_cost,elasticity,epsilon_decay,alpha,maker_rebate,tie_rule,tick_size,seed,periods,collusion_index,mean_spread,avg_profit,nash_spread,monopoly_spread,punishment_magnitude
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,1,500000,0.7725051592769384,0.6000389999999998,0.13719779594691267,0.2,1.0,0.5
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,2,500000,0.7723130686188941,0.5999909999999997,0.13717385968159765,0.2,1.0,-0.3333333333333335
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,9,500000,0.8525798043909167,0.699762,0.14717583428552106,0.2,1.0,0.14285714285714296
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,3,500000,0.772457171198161,0.5999689999999998,0.1371918161902849,0.2,1.0,0.33333333333333326
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,17,1000000,0.23202016803364237,0.48771466666666663,0.04656559179950009,0.2,1.0,
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,7,500000,0.7724549725910291,0.5999959999999998,0.13719154222358518,0.2,1.0,0.6666666666666666
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,15,500000,0.7723279196262455,0.6000199999999998,0.13717571025390438,0.2,1.0,-0.6666666666666667
adverse,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,1,500000,0.7725051592769384,0.6000389999999998,0.13719779594691267,0.2,1.0,0.5
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,3,1000000,0.1744962736978927,0.5074053333333333,0.0417869204131441,0.2,1.0,
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,14,500000,0.7725056679844169,0.5999959999999998,0.13719785933655013,0.2,1.0,0.0
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,16,500000,0.9332993156981436,0.7999120000000001,0.15723422889158897,0.2,1.0,0.25000000000000006
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,18,500000,0.7724491841661505,0.5999609999999997,0.13719082093252885,0.2,1.0,0.33333333333333326
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,13,500000,0.7725259300778893,0.5999939999999998,0.13720038418002836,0.2,1.0,0.0
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,7,1000000,0.2353259185361338,0.5102580000000001,0.04684020977380629,0.2,1.0,
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,12,500000,0.7723292613452633,0.5999549999999999,0.1371758774444524,0.2,1.0,0.33333333333333326
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,2,500000,0.9446040632778611,0.5999809999999998,0.10163016270658833,0.2,0.8,0.5
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,0,500000,0.9443786746383389,0.5998719999999997,0.10161475129335376,0.2,0.8,0.5
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,13,1000000,0.2408296892793605,0.48182466666666673,0.04729742345990013,0.2,1.0,
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,16,1000000,0.1994953915243918,0.38333333333333325,0.04386366730973573,0.2,1.0,
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,7,500000,0.9446963644265091,0.5999669999999998,0.10163647398805688,0.2,0.8,0.0
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,6,500000,0.6620795125436097,0.40003700000000014,0.08231196366379269,0.2,0.8,0.25000000000000006
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,4,500000,0.662087105781362,0.4000090000000001,0.08231248286708988,0.2,0.8,0.0
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,5,500000,0.6620316257753645,0.4000770000000001,0.08230868930721705,0.2,0.8,-1.0
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,16,500000,0.6618673111515293,0.4000490000000001,0.08229745395580904,0.2,0.8,0.25000000000000006
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,12,1000000,0.32613347572576834,0.45833333333333326,0.05438384846895821,0.2,1.0,
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,15,500000,0.6620159007273709,0.39999400000000007,0.08230761407461759,0.2,0.8,0.5
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,11,1000000,0.1823367424174892,0.4190486666666666,0.04243825015982765,0.2,1.0,
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,10,500000,0.7493073519791799,0.9268669999999998,0.08827634714802443,0.2,0.8,0.5789473684210525
elasticity,2,0.5,0.2,0.75,2e-05,0.125,0.0,split,,11,500000,0.9997433908353643,1.499649,0.22720945426967407,0.2,1.5,0.4666666666666666
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,1,500000,0.5112805343211718,0.3000649999999999,0.054878607136846,0.2,0.6,0.0
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,8,500000,0.810605805280445,0.40000600000000014,0.06738518043938965,0.2,0.6,0.0
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,17,500000,0.6620364931036071,0.40000400000000014,0.0823090221208276,0.2,0.8,0.5
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,9,500000,0.7108191592978043,0.583299,0.0632158398468051,0.2,0.6,-2.7500000000000004
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,15,500000,0.9992454798133483,0.6003009999999999,0.0752670272001155,0.2,0.6,-0.6666666666666667
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,5,500000,0.5112438617563375,0.30001299999999986,0.054877074863547384,0.2,0.6,0.33333333333333326
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,11,500000,0.5112179435284148,0.30001899999999987,0.05487599193387576,0.2,0.6,0.0
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,13,500000,0.5113314926589474,0.30000099999999985,0.054880736306176486,0.2,0.6,0.0
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,3,500000,0.8107827707344625,0.40004100000000015,0.06739257450744009,0.2,0.6,0.0
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,6,500000,0.5109504822904618,0.30003799999999986,0.054864816721147056,0.2,0.6,-1.0
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,7,500000,0.810858067858287,0.39999000000000007,0.06739572061333206,0.2,0.6,0.25000000000000006
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,19,500000,0.9444148439255667,0.6000029999999998,0.1016172244429901,0.2,0.8,0.5
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,15,1000000,0.2659938553658557,0.2999999999999999,0.049387881378781175,0.2,1.0,
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,12,500000,0.8103676357832199,0.4000040000000001,0.0673752291103023,0.2,0.6,0.0
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,6,1000000,0.23337956062046625,0.49487533333333333,0.0466785203578408,0.2,1.0,
elasticity,2,0.5,0.2,0.75,2e-05,0.125,0.0,split,,8,500000,0.631532438426186,0.6000289999999999,0.1593771435113511,0.2,1.5,0.33333333333333326
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,14,1000000,0.2020750106636294,0.30666666666666664,0.04407796351326502,0.2,1.0,
elasticity,2,0.5,0.2,0.75,2e-05,0.125,0.0,split,,14,500000,0.6316354263241619,0.5999949999999998,0.1593961160787181,0.2,1.5,0.0
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,16,500000,0.8105411055304,0.40010100000000015,0.06738247711880466,0.2,0.6,0.5
elasticity,2,0.5,0.2,0.75,2e-05,0.125,0.0,split,,0,500000,0.6315413423339861,0.5999639999999998,0.15937878380107334,0.2,1.5,0.0
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,8,500000,0.9332489420322518,0.799884,0.1572279518688334,0.2,1.0,0.0
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,17,500000,0.5110376595242917,0.3000389999999999,0.05486845920833737,0.2,0.6,0.0
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,17,500000,0.7722747728959948,0.5999289999999998,0.13716908768178734,0.2,1.0,0.0
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,4,500000,0.7723886186130344,0.5999759999999997,0.13718327390674895,0.2,1.0,0.0
elasticity,2,0.5,0.2,0.75,2e-05,0.125,0.0,split,,18,500000,0.6316050304713459,0.5999599999999997,0.1593905165143366,0.2,1.5,0.0
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,10,500000,0.772483825176103,0.5999989999999998,0.13719513752144288,0.2,1.0,0.33333333333333326
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,5,1000000,0.1775051729923405,0.4083333333333334,0.04203687812426291,0.2,1.0,
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,14,500000,0.9997927781519176,0.6000009999999998,0.0752898947206818,0.2,0.6,0.6666666666666666
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,0,500000,0.8104801408893797,0.4000980000000002,0.06737992986060176,0.2,0.6,0.25000000000000006
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,9,500000,0.6657126661413202,0.5332849999999999,0.08256038803672316,0.2,0.8,-0.39130434782608714
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,4,500000,0.8107306183394614,0.40001100000000006,0.06739039544735306,0.2,0.6,0.0
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,19,500000,0.77236322987052,0.5999349999999998,0.13718011023557916,0.2,1.0,0.5
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,13,500000,0.9447276285994967,0.6000099999999997,0.10163861174038712,0.2,0.8,0.5
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,1,500000,0.9445685522464006,0.5999579999999998,0.10162773456654815,0.2,0.8,0.0
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,5,500000,0.7723390393879758,0.5999329999999997,0.1371770958786387,0.2,1.0,-0.3333333333333335
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,8,500000,0.9995582399958967,0.799799,0.10538776791757955,0.2,0.8,0.0
elasticity,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,11,500000,0.7724516182260065,0.5999629999999997,0.13719112423880672,0.2,1.0,0.5
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,2,500000,0.9992949496344067,0.5998749999999998,0.07526909417542081,0.2,0.6,0.5
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,3,500000,0.9446307626394227,0.5999499999999998,0.1016319883305195,0.2,0.8,0.33333333333333326
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,11,500000,0.9446989973745188,0.5999909999999997,0.10163665402130917,0.2,0.8,-1.5
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,18,500000,0.9399069512662375,0.5986599999999997,0.1013089879820165,0.2,0.8,0.33333333333333326
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,14,500000,0.9446496583044128,0.6000179999999997,0.1016332803605975,0.2,0.8,0.6666666666666666
elasticity,2,0.5,0.2,1.5,2e-05,0.125,0.0,split,,12,500000,0.9442813027738851,0.5999749999999998,0.10160809329123041,0.2,0.8,0.6666666666666666
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,0,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,0.5
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,17,500000,0.7722747728959948,0.5999289999999998,0.13716908768178734,0.2,1.0,0.0
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,15,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,0.5
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,10,500000,0.8106655311918762,0.40002700000000013,0.06738767594031071,0.2,0.6,0.7500000000000001
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,0,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,0.33333333333333326
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,17,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,0.0
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,19,500000,0.9052037773596627,0.7889800000000001,0.15373326603017173,0.2,1.0,0.5
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,15,500000,0.7441512547629567,0.5943729999999999,0.13366463828024994,0.2,1.0,0.5
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,6,500000,0.7337575852786126,0.5890289999999999,0.13236949132772843,0.2,1.0,0.5
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,18,500000,0.933547359556395,0.8000000000000002,0.15726513744102763,0.2,1.0,0.625
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,10,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,-0.6666666666666667
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,0,500000,0.7501977069443801,0.598837,0.13441808191515994,0.2,1.0,0.0
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,12,500000,0.740889728344436,0.6004689999999998,0.1332582220469958,0.2,1.0,0.5
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,12,500000,0.6044520591645516,0.7142860000000001,0.11625683175710487,0.2,1.0,-0.42857142857142866
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,4,500000,0.7523635899707988,0.5954839999999999,0.13468797088992573,0.2,1.0,0.5
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,7,500000,0.7546844130420103,0.5949729999999999,0.13497716682140584,0.2,1.0,0.0
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,16,500000,0.4859806032186357,0.725,0.1014941971206793,0.2,1.0,0.08571428571428566
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,13,500000,0.7281594103868495,0.833338,0.1316719071721354,0.2,1.0,-0.23076923076923078
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,5,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,0.5
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,10,500000,0.772483825176103,0.5999989999999998,0.13719513752144288,0.2,1.0,0.33333333333333326
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,18,500000,0.7511890234111667,0.5987409999999999,0.13454160907781187,0.2,1.0,0.0
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,18,500000,0.9996767350900364,0.5999469999999998,0.07528504614556812,0.2,0.6,0.6666666666666666
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,3,500000,0.772457171198161,0.5999689999999998,0.1371918161902849,0.2,1.0,0.33333333333333326
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,11,500000,0.6126186874200119,0.5750000000000001,0.11727446885951297,0.2,1.0,0.47826086956521735
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,18,500000,0.5881109004992248,0.7045579999999999,0.11422057287106392,0.2,1.0,0.36
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,9,500000,0.7343626813460324,0.5979339999999997,0.13244489187119213,0.2,1.0,0.5
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,8,500000,0.5390789750237804,0.6500000000000001,0.10811074332997281,0.2,1.0,1.850371707708594e-16
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,17,500000,0.7495202772100407,0.594918,0.13433366793054183,0.2,1.0,0.5
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,17,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,0.0
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,1,500000,0.7725051592769384,0.6000389999999998,0.13719779594691267,0.2,1.0,0.5
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,3,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,-0.3333333333333335
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,9,500000,0.8525798043909167,0.699762,0.14717583428552106,0.2,1.0,0.14285714285714296
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,8,500000,0.7377740772961742,0.593196,0.13286998322851548,0.2,1.0,0.5
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,1,1000000,0.17547562512704376,0.48,0.041868277885646836,0.2,1.0,
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,6,500000,0.7722458398628604,0.5999279999999998,0.1371654823593603,0.2,1.0,0.6666666666666666
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,2,500000,0.495234181919564,0.5650000000000001,0.10264727826035548,0.2,1.0,-0.33333333333333326
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,19,500000,0.8262111012841407,0.7666639999999999,0.14389005099963467,0.2,1.0,0.4666666666666666
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,5,500000,0.6126186874200119,0.525,0.11727446885951297,0.2,1.0,-0.14285714285714302
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,10,500000,0.7424028044227511,0.5931399999999999,0.13344676526310584,0.2,1.0,0.0
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,2,1000000,0.3190922271710008,0.4166666666666666,0.05379891218497688,0.2,1.0,
elasticity,2,0.5,0.2,2.0,2e-05,0.125,0.0,split,,19,500000,0.8106098690045925,0.850012,0.06738535023214978,0.2,0.6,0.6
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,7,500000,0.7724549725910291,0.5999959999999998,0.13719154222358518,0.2,1.0,0.6666666666666666
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,1,500000,0.9565579439538435,0.9731929999999999,0.160132468204526,0.2,1.0,0.7
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,15,500000,0.6254667673788984,0.5,0.11887545796442624,0.2,1.0,-0.6000000000000001
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,19,1000000,0.2659938553658557,0.2999999999999999,0.049387881378781175,0.2,1.0,
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,0,1000000,0.1662461596036598,0.4,0.04110156027521301,0.2,1.0,
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,1,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,0.33333333333333326
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,2,500000,0.7723130686188941,0.5999909999999997,0.13717385968159765,0.2,1.0,-0.3333333333333335
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,2,500000,0.7445287032147023,0.5922319999999999,0.1337116718339673,0.2,1.0,0.33333333333333326
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,10,1000000,0.30338547802473054,0.52,0.05249410844064299,0.2,1.0,
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,5,500000,0.7723390393879758,0.5999329999999997,0.1371770958786387,0.2,1.0,-0.3333333333333335
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,5,500000,0.7323120414877895,0.5949329999999998,0.13218936325667124,0.2,1.0,0.5
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,11,500000,0.7240625408704677,0.6032979999999998,0.1311613994946484,0.2,1.0,-0.3333333333333335
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,14,500000,0.9455803785291407,0.9708650000000002,0.15876456243964432,0.2,1.0,0.6
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,16,500000,0.7517053934773056,0.595701,0.13460595354427202,0.2,1.0,0.6666666666666666
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,6,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,-0.3333333333333335
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,4,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,0.0
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,0,500000,0.7722839136209437,0.5999009999999998,0.13717022670031004,0.2,1.0,0.5
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,4,500000,0.7723886186130344,0.5999759999999997,0.13718327390674895,0.2,1.0,0.0
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,19,500000,0.77236322987052,0.5999349999999998,0.13718011023557916,0.2,1.0,0.5
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,13,500000,0.9568327039987599,0.9682820000000001,0.16016670583690254,0.2,1.0,0.7
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,1,500000,0.933547359556395,0.8000000000000002,0.15726513744102763,0.2,1.0,0.25000000000000006
exploration,2,0.5,0.2,1.0,1e-05,0.125,0.0,split,,3,500000,0.8962450845693324,0.7841770000000001,0.1526169303911128,0.2,1.0,0.5
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,13,500000,0.7725259300778893,0.5999939999999998,0.13720038418002836,0.2,1.0,0.0
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,18,500000,0.7724491841661505,0.5999609999999997,0.13719082093252885,0.2,1.0,0.33333333333333326
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,12,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,-0.3333333333333335
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,14,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,-0.3333333333333335
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,3,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,0.0
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,19,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,0.0
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,2,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,0.0
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,11,500000,0.7724516182260065,0.5999629999999997,0.13719112423880672,0.2,1.0,0.5
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,7,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,-0.3333333333333335
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,14,500000,0.7725056679844169,0.5999959999999998,0.13719785933655013,0.2,1.0,0.0
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,4,1000000,0.14836583119116692,0.4190500000000001,0.03961619119945615,0.2,1.0,
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,9,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,0.0
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,8,500000,0.6254667673788984,0.5,0.11887545796442624,0.2,1.0,0.19999999999999996
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,4,500000,0.7281561903635019,0.699996,0.13167150592756705,0.2,1.0,-0.42857142857142844
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,15,500000,0.7723279196262455,0.6000199999999998,0.13717571025390438,0.2,1.0,-0.6666666666666667
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,10,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,-0.3333333333333335
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,14,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,0.33333333333333326
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,16,500000,0.9332993156981436,0.7999120000000001,0.15723422889158897,0.2,1.0,0.25000000000000006
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,12,500000,0.7723292613452633,0.5999549999999999,0.1371758774444524,0.2,1.0,0.33333333333333326
n_makers,3,0.5,0.2,1.0,2e-05,0.125,0.0,split,,18,1000000,0.12629688166476835,0.45416666666666666,0.03778286160926541,0.2,1.0,
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,13,500000,0.5750656895285287,0.608325,0.11259501942633042,0.2,1.0,0.0
exploration,2,0.5,0.2,1.0,2e-05,0.125,0.0,split,,8,500000,0.9332489420322518,0.799884,0.1572279518688334,0.2,1.0,0.0
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,16,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,0.5
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,6,500000,0.7725461921713612,0.5999999999999998,0.13720290902350654,0.2,1.0,0.33333333333333326
exploration,2,0.5,0.2,1.0,5e-05,0.125,0.0,split,,11,500000,0.6573601653567412,0.8333340000000001,0.12284966911851174,0.2,1.0,0.5102040816326531
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,9,500000,0.8262143213074882,0.7333339999999998,0.143890452244203,0.2,1.0,0.7142857142857142
exploration,2,0.5,0.2,1.0,0.0001,0.125,0.0,split,,7,500000,0.5528202695967075,0.675,0.10982303520308212,0.2,1.0,-0.2800000000000001
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,0,2500000,0.029551917331146565,0.29444100000000006,0.022309489376162395,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,15,2500000,-1.1137048144804214e-16,0.281818,0.02046826882694954,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,4,2500000,0.018055516616972668,0.37019650000000004,0.021593210665724456,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,2,2500000,0.0759997643551322,0.33571499999999993,0.025203404158372536,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,1,2500000,0.0312915171452391,0.38823,0.022417874456197057,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,12,2500000,0.0379998821775661,0.34285800000000005,0.022835836492661042,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,6,2500000,-1.1137048144804214e-16,0.41817899999999997,0.02046826882694954,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,19,2500000,-1.1137048144804214e-16,0.33182149999999994,0.02046826882694954,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,11,2500000,-1.1137048144804214e-16,0.26346400000000003,0.02046826882694954,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,5,2500000,-1.1137048144804214e-16,0.41250950000000003,0.02046826882694954,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,17,2500000,0.09974769576219585,0.2937500000000001,0.02668300965462567,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,10,2500000,0.08866107187054702,0.35624900000000004,0.02599226192743223,0.2,1.0,
